Timestamp,PM2.5,PM10,NO2,SO2,CO,O3
2023-01-01 00:00:00,40.658736713354386,72.42091728618975,17.91873869662772,11.45301430955087,4.471060152368038,55.435372510718814
2023-01-01 01:00:00,12.303271596310914,41.23011584699806,8.734208114023543,12.129453937721015,0.17098667901502335,41.382673341824116
2023-01-01 02:00:00,34.68788718233313,82.60206204460806,16.776920546079275,1.012676398670922,3.635728111275001,49.58424610205504
2023-01-01 03:00:00,32.75473470299608,36.58987912333458,26.329177450212924,4.532763825572951,1.1991124858681173,53.93501817950918
2023-01-01 04:00:00,12.955391955958424,78.37492373150977,18.468561517202723,6.202804550229698,3.2253463162521063,26.54734706198756
2023-01-01 05:00:00,18.45620518407523,26.714653182991704,13.744659561662285,11.937513897794563,3.718468166619871,34.92536108621338
2023-01-01 06:00:00,26.159843107026365,61.18942152748937,19.458528729649625,14.536716400091814,1.9220159312312877,56.197476726558776
2023-01-01 07:00:00,21.849059939685638,93.93766809814042,22.61222885052555,5.693939609506451,2.656466941003975,39.76406168021332
2023-01-01 08:00:00,44.647289152215,24.864598301445973,23.948328411815236,9.323327862411272,1.8721598104083403,35.590557809874
2023-01-01 09:00:00,17.80276259816759,88.93976292997084,17.0241282721707,9.826459825372355,2.589115271137089,50.28176425022056
2023-01-01 10:00:00,16.270743614129266,24.87243790228807,22.897081512818964,6.404922775936431,4.989187502005186,76.19311869116162
2023-01-01 11:00:00,15.834066451493598,46.88630125545291,5.379955172113222,4.829079423890556,1.6730594844994546,20.591283880664083
2023-01-01 12:00:00,43.87765325707758,42.641343466749134,7.7414739018612995,10.26521324345743,0.4895935221626587,33.68236058850147
2023-01-01 13:00:00,47.14196397611565,82.44440865985267,15.224306124125324,2.4728512484764282,1.245796047578933,35.10952385333891
2023-01-01 14:00:00,16.65726173310353,57.593018596373675,29.887191817833603,13.929449075341777,3.8099556170228697,77.6522435617068
2023-01-01 15:00:00,11.430640234321391,45.55860031372095,28.583097758467673,1.007249812719854,3.5246118031840656,76.93482026406598
